0.085805	0.088385	0.29699	0.21449	0.96105
0.43677	0.21298	0.18792	0.61382	0.62249
0.38178	0.15019	0.65575	0.3691	0.55408
0.17833	0.17967	0.38048	0.76252	0.56317
0.036103	0.080732	0.17895	0.32802	0.92708
0.14956	0.1598	0.24942	0.20196	0.92767
0.35617	0.47862	0.38822	0.46834	0.57956
0.13546	0.26968	0.30494	0.76121	0.5114
0.15257	0.25655	0.13805	0.81295	0.5668
0.28705	0.25591	0.69077	0.34048	0.56946
0.32923	0.36078	0.1965	0.32277	0.80294
0.15396	0.35784	0.24265	0.19887	0.88154
0.20607	0.48914	0.49241	0.60896	0.38521
0.21012	0.22658	0.3862	0.35168	0.81488
0.097182	0.0994	0.32262	0.36613	0.88075
0.1453	0.30562	0.77828	0.36254	0.43638
0.36017	0.37916	0.54761	0.40006	0.53665
0.24843	0.62431	0.31667	0.51938	0.4924
0.19794	0.077269	0.44762	0.27832	0.84007
0.31605	0.58419	0.51343	0.3483	0.44938
0.16527	0.17492	0.14736	0.47916	0.86669
0.082599	0.1738	0.4196	0.72735	0.562
0.14889	0.27827	0.12943	0.19683	0.93481
0.22874	0.097001	0.26503	0.89284	0.40928
0.074712	0.11736	0.29916	0.77033	0.61412
0.093797	0.2074	0.57244	0.24327	0.77498
0.1484	0.31001	0.43585	0.71077	0.51257
0.37826	0.2077	0.66429	0.34181	0.55434
0.60565	0.29452	0.33376	0.30181	0.63182
0.20911	0.1188	0.44282	0.76876	0.52717
0.42375	0.42583	0.24186	0.28457	0.74327
0.19575	0.40705	0.19338	0.47268	0.74591
0.16423	0.31343	0.29715	0.32641	0.84205
0.59148	0.25033	0.36687	0.4417	0.57946
0.31059	0.2933	0.64368	0.51216	0.462
0.18498	0.07977	0.46396	0.74742	0.4473
0.73494	0.31633	0.32771	0.36425	0.40701
0.37579	0.27591	0.19289	0.45281	0.73649
0.48097	0.51458	0.34274	0.33172	0.60435
0.41864	0.17535	0.52155	0.52323	0.52335
0.14397	0.33067	0.2745	0.19578	0.88138
0.14642	0.36826	0.32503	0.61068	0.63045
0.25172	0.25656	0.28262	0.31372	0.83999
0.54446	0.36696	0.36339	0.52626	0.43445
0.31501	0.53824	0.31194	0.40301	0.62789
0.43625	0.41584	0.60349	0.33672	0.49331
0.12099	0.27824	0.66345	0.44198	0.55979
0.13393	0.32348	0.55961	0.42571	0.67874
0.35444	0.46466	0.2509	0.2648	0.74964
0.33243	0.16566	0.38404	0.60454	0.61078
0.14412	0.3415	0.25467	0.21134	0.87427
0.19654	0.2479	0.40885	0.57655	0.66378
0.33208	0.14113	0.42595	0.31943	0.79468
0.16117	0.39745	0.26907	0.77337	0.41133
0.24619	0.59372	0.31863	0.51565	0.48968
0.12254	0.28475	0.72502	0.4789	0.44003
0.42976	0.37163	0.52078	0.35431	0.5864
0.40638	0.18612	0.20756	0.51423	0.73747
0.42812	0.20138	0.18704	0.76835	0.41744
0.21948	0.086844	0.51636	0.22357	0.81387
0.047409	0.10991	0.27381	0.60893	0.73953
0.22323	0.21497	0.73998	0.47756	0.45743
0.34233	0.6113	0.41532	0.49897	0.38664
0.24432	0.11424	0.65907	0.36425	0.61095
0.17272	0.1616	0.47624	0.32174	0.81076
0.25222	0.10564	0.25504	0.23903	0.91539
0.49794	0.32483	0.52251	0.35083	0.57425
0.37217	0.17388	0.29762	0.78046	0.41729
0.14018	0.33664	0.5773	0.29292	0.71985
0.087886	0.20716	0.10111	0.60782	0.77943
0.49992	0.20384	0.41696	0.50983	0.56033
0.29006	0.12849	0.53698	0.47118	0.67874
0.087273	0.21433	0.10314	0.59454	0.78019
0.20073	0.19583	0.68082	0.57437	0.38527
0.28056	0.68677	0.35019	0.49232	0.39072
0.15511	0.36242	0.24697	0.1904	0.87736
0.16231	0.14792	0.25573	0.80663	0.57454
0.25772	0.10938	0.63759	0.29228	0.66723
0.13349	0.055403	0.32891	0.86312	0.40389
0.3282	0.14007	0.39386	0.65336	0.58176
0.20615	0.27769	0.86452	0.34849	0.42253
0.38001	0.17868	0.45231	0.70008	0.41094
0.21399	0.096225	0.54715	0.26306	0.77289
0.17518	0.075519	0.41498	0.32826	0.84007
0.083757	0.18233	0.44728	0.4775	0.75664
0.2715	0.3325	0.47971	0.70363	0.39486
0.41744	0.19466	0.52713	0.28975	0.66538
0.30241	0.31822	0.34573	0.22732	0.80772
0.31292	0.12651	0.13253	0.36547	0.87008
0.17762	0.071483	0.21753	0.60326	0.75035
0.083473	0.14802	0.36824	0.17341	0.92376
0.10988	0.26739	0.33382	0.26582	0.87155
0.067357	0.16878	0.37665	0.66136	0.6552
0.37102	0.15792	0.16981	0.72746	0.58335
0.3125	0.14204	0.1456	0.73504	0.56856
0.35486	0.34206	0.54064	0.44138	0.54358
0.081971	0.16271	0.19988	0.66548	0.73683
0.17241	0.30999	0.19113	0.17648	0.91549
0.48828	0.47831	0.3915	0.33966	0.5441
0.12151	0.11487	0.29028	0.80562	0.56542
0.42732	0.20329	0.27957	0.60285	0.6111
0.1924	0.076982	0.42037	0.47269	0.7849
0.16717	0.33882	0.49254	0.64123	0.53481
0.30591	0.57264	0.33435	0.29937	0.63347
0.2123	0.08732	0.099572	0.59234	0.79046
0.20266	0.082831	0.46079	0.40235	0.7818
0.4136	0.17071	0.51244	0.50836	0.58202
0.46978	0.50014	0.33691	0.38019	0.59131
0.52385	0.54306	0.48197	0.36892	0.40444
0.25787	0.58622	0.30946	0.6139	0.40115
0.46113	0.19576	0.57079	0.55938	0.3929
0.29811	0.28682	0.64834	0.51319	0.4581
0.43176	0.20302	0.18863	0.77783	0.40115
0.3074	0.30289	0.64055	0.51403	0.45802
0.17539	0.077604	0.39777	0.32809	0.84022
0.12608	0.13748	0.42878	0.19909	0.87984
0.60717	0.25527	0.35132	0.56309	0.40322
0.20906	0.47897	0.46392	0.62337	0.44693
